battery_id,discharge_cycle_index,capacity_Ah,ambient_temperature_C,voltage_mean,voltage_min,voltage_max,current_mean,current_min,temperature_mean,temperature_max,discharge_duration_s,SoH_pct,SoH_pred,physics_SoH_pred,lower80,upper80,coulomb_counting_soc_pct,lower80_before,upper80_before,lower80_after,upper80_after
B0006,1,2.035337591005598,24,3.556946061827572,2.4757677568281857,4.179823027658306,-1.990533350635129,-2.015537581193984,32.14277785992152,39.16298653238707,3690.234,101.7668795502799,101.49327,102.2394175004874,101.30963728380245,101.67690271619756,0.0,101.30963728380245,101.67690271619755,100.95523473412885,102.03130526587114
B0006,2,2.025140246031412,24,3.56147580138708,2.35152551190002,4.177288238505559,-1.990277542145709,-2.0149020169266376,32.29307515705474,39.2462026826329,3672.344,101.25701230157058,101.19636,101.85699980078316,101.01272728380243,101.37999271619756,0.0,101.01272728380245,101.37999271619755,100.65832473412885,101.73439526587114
B0006,3,2.013326371345464,24,3.566752469641321,2.440479715106544,4.1781213228923,-1.9899467848963857,-2.014434345552428,32.24414709253608,38.999202460252846,3651.641,100.6663185672732,100.74193,101.47654205681262,100.55829728380245,100.92556271619756,0.0,100.55829728380245,100.92556271619755,100.20389473412885,101.27996526587114
B0006,4,2.0132846655407413,24,3.5687953371516272,2.479155853900392,4.1785623580417175,-1.989600928209944,-2.0142051662535234,32.14711742429942,38.84362777186652,3631.563,100.66423327703706,100.66913,101.0980342234694,100.48549728380245,100.85276271619756,0.0,100.48549728380245,100.85276271619755,100.13109473412885,101.20716526587114
B0006,5,2.000528337624771,24,3.563970503289941,2.280187848173442,4.17824995156942,-1.98954836065757,-2.013995769332238,32.06687277315468,38.97798888258284,3629.172,100.02641688123856,99.92042,100.72146630712992,99.73678728380244,100.10405271619754,0.0,99.73678728380244,100.10405271619754,99.38238473412885,100.45845526587114
B0006,6,2.0138990759931645,24,3.5735512387791406,2.4392842568466446,4.193216523251186,-1.9901040351037365,-2.0151519685741275,32.03447836207717,38.83989920742278,3652.281,100.69495379965822,100.71653,100.34682836538975,100.53289728380246,100.90016271619756,0.0,100.53289728380246,100.90016271619756,100.17849473412886,101.25456526587115
B0006,7,2.013101105626967,24,3.5711391343785897,2.2812068449406446,4.193732603145628,-1.9900886222380367,-2.0145081864690626,32.11157496697372,39.04610837498471,3650.828,100.65505528134835,100.54809,99.97411050680093,100.36445728380244,100.73172271619757,0.0,100.36445728380245,100.73172271619755,100.01005473412886,101.08612526587115
B0006,8,1.96878982627284,24,3.568150746216304,2.366410527029613,4.176826628115461,-1.9891170520197208,-2.0146816699579064,32.112576242471775,38.87507521022778,3572.453,98.439491313642,98.46323,99.60330289061076,98.27959728380245,98.64686271619756,1.31,98.27959728380245,98.64686271619755,97.92519473412885,99.00126526587114
B0006,9,1.9681661764334244,24,3.569283415581244,2.436020049578708,4.176369138969733,-1.9892116643905464,-2.015071955488147,32.03566207329278,38.7260539826455,3550.594,98.40830882167124,98.35107,99.2343957265022,98.16743728380246,98.53470271619756,1.9,98.16743728380246,98.53470271619756,97.81303473412886,98.88910526587115
B0006,10,1.9572307917560536,24,3.563388513484579,2.1864377487643725,4.176897989902666,-1.989191243247005,-2.0155176072270926,31.99527968872302,38.98629728904917,3551.25,97.86153958780268,97.86829,98.8673792743352,97.68465728380244,98.05192271619757,1.89,97.68465728380245,98.05192271619755,97.33025473412886,98.40632526587115
B0006,11,1.9455991514129352,24,3.566658719765511,2.3406023605912454,4.177579509962451,-1.9891317699701736,-2.014079047237871,31.87412757184136,38.65978861919643,3530.25,97.27995757064676,97.34097,98.5022438438896,97.15733728380243,97.52460271619756,2.47,97.15733728380245,97.52460271619755,96.80293473412885,97.87900526587114
B0006,12,1.934750504484113,24,3.568703597012284,2.4263021374140443,4.177996110793395,-1.9887805507702208,-2.0134697854511865,32.120959708576166,38.84979195732924,3491.016,96.73752522420564,96.76802,98.13897979460916,96.58438728380246,96.95165271619756,3.57,96.58438728380246,96.95165271619756,96.22998473412886,97.30605526587115
B0006,13,1.9232799539368028,24,3.569207084156356,2.475369770000704,4.176316409477926,-1.988732086640128,-2.0148749194363664,32.11021168908644,38.75128344015104,3470.281,96.16399769684014,96.20597,97.77757753534732,96.02233728380244,96.38960271619754,4.15,96.02233728380244,96.38960271619754,95.66793473412885,96.74400526587114
B0006,14,1.911889930948487,24,3.5659271296109383,2.342364523655007,4.177992455010172,-1.988720029036864,-2.0144081790374893,31.98906127891816,38.76853764058789,3470.0,95.59449654742434,95.68808,97.4180275241136,95.50444728380243,95.87171271619756,4.15,95.50444728380245,95.87171271619755,95.15004473412885,96.22611526587114
B0006,15,1.9010667141979305,24,3.561241727064949,2.188400081882664,4.177439981618572,-1.988787404228788,-2.014472686005532,31.87881444863544,38.84686112344348,3450.297,95.05333570989652,95.33696,97.06032026782196,95.15332728380244,95.52059271619756,4.7,95.15332728380245,95.52059271619756,94.79892473412886,95.87499526587115
B0006,16,1.8891989948061456,24,3.557881987836072,2.1206980945954057,4.17561570814845,-1.98859108959304,-2.0146756268214814,31.7674507110244,38.8658897816528,3429.407,94.4599497403073,94.75575,96.70444632203996,94.57211728380246,94.93938271619756,5.28,94.57211728380246,94.93938271619756,94.21771473412886,95.29378526587115
B0006,17,1.878278372248849,24,3.56282437243777,2.369981457799298,4.177602520456299,-1.9884892463229664,-2.015931347705288,31.78991634963658,38.647578733807656,3409.484,93.91391861244244,94.02035,96.35039629073955,93.83671728380244,94.20398271619754,5.84,93.83671728380244,94.20398271619754,93.48231473412885,94.55838526587114
B0006,18,1.8675697161520208,24,3.559195328016864,2.247991649924625,4.176354539745044,-1.988347427444488,-2.01432419683381,31.82883467218067,38.79218188173866,3390.422,93.37848580760102,93.39298,95.9981608260489,93.20934728380244,93.57661271619754,6.37,93.20934728380244,93.57661271619754,92.85494473412885,93.93101526587114
B0006,19,1.8675892574453767,24,3.5580906165580983,2.4115317107898875,4.177450270459645,-1.9774549866256104,-2.015920256743369,31.890449470827843,38.77022223929529,3390.281,93.37946287226885,92.77372,95.64773062800558,92.59008728380245,92.95735271619756,6.89,92.59008728380245,92.95735271619755,92.23568473412885,93.31175526587114
B0006,20,1.979626548250818,24,3.565899462157853,2.203355846859377,4.174584178175673,-1.9892347833261184,-2.0202081897757225,31.51177053595285,37.54320599748628,3591.734,98.98132741254088,99.11379,95.29909644431108,98.93015728380244,99.29742271619754,0.77,98.93015728380244,99.29742271619754,98.57575473412885,99.65182526587114
B0006,21,1.9575499080884025,24,3.570814209348872,2.35887751155593,4.175224020262452,-1.9890474874073767,-2.014116181004981,31.874488497680712,37.90362577530197,3552.297,97.87749540442012,97.83176,94.95224907008644,97.64812728380244,98.01539271619755,1.87,97.64812728380245,98.01539271619755,97.29372473412886,98.36979526587115
B0006,22,1.9458150170787551,24,3.5666817833633124,2.218672914041916,4.177217300859919,-1.988682950523383,-2.014039356997488,31.53911453638972,37.6701605139887,3531.578,97.29075085393777,97.23573,94.6071793476294,97.05209728380244,97.41936271619755,2.46,97.05209728380245,97.41936271619755,96.69769473412886,97.77376526587115
