battery_id,discharge_cycle_index,capacity_Ah,ambient_temperature_C,voltage_mean,voltage_min,voltage_max,current_mean,current_min,temperature_mean,temperature_max,discharge_duration_s,SoH_pct,SoH_pred,physics_SoH_pred,lower80,upper80,coulomb_counting_soc_pct,lower80_before,upper80_before,lower80_after,upper80_after
B0005,1,1.8564874208181568,24,3.52982866886934,2.612467347907089,4.191491807505295,-1.8187019641679727,-2.0180146876333027,32.572328114029,38.98218133148803,3690.234,92.82437104090788,92.76467,93.309203294188,92.58103728380244,92.94830271619756,6.79,92.58103728380244,92.94830271619755,92.22663473412885,93.30270526587114
B0005,2,1.846327249719927,24,3.5373201277859714,2.587208728940726,4.189773213846608,-1.817559850661287,-2.016820542901454,32.72523522519307,39.03339796678704,3672.344,92.31636248599636,92.27883,93.17309871074994,92.09519728380243,92.46246271619756,7.3,92.09519728380245,92.46246271619755,91.74079473412885,92.81686526587114
B0005,3,1.835349194223408,24,3.5437367282719,2.65191689384378,4.188186735991303,-1.816486541884096,-2.016573862170142,32.64286193755933,38.81879668981741,3651.641,91.7674597111704,91.603836,93.03724156993918,91.42020328380244,91.78746871619757,7.87,91.42020328380245,91.78746871619755,91.06580073412886,92.14187126587115
B0005,4,1.8352625275821128,24,3.5436661072601456,2.592947964776547,4.188461118855572,-1.8255891938692528,-2.0159359571668354,32.51487646204882,38.7623045063458,3631.563,91.76312637910564,91.80776,92.90163142189684,91.62412728380244,91.99139271619757,7.92,91.62412728380245,91.99139271619755,91.26972473412886,92.34579526587115
B0005,5,1.8346455082120416,24,3.5423432526672167,2.547419651124539,4.188298524761055,-1.8261139590277584,-2.017425579158831,32.38234901543077,38.66539257343368,3629.172,91.7322754106021,91.76084,92.76626781758196,91.57720728380244,91.94447271619757,7.95,91.57720728380245,91.94447271619755,91.22280473412886,92.29887526587115
B0005,6,1.8356616600675493,24,3.541334734634757,2.5209480504077413,4.188815807948604,-1.8168108743168805,-2.0162347618032066,32.43418218230641,38.75169504640032,3652.281,91.78308300337748,91.780304,92.63115030876985,91.59667128380244,91.96393671619757,7.84,91.59667128380245,91.96393671619755,91.24226873412886,92.31833926587115
B0005,7,1.8351461429226603,24,3.541025049507521,2.487927319492314,4.18839163793879,-1.816791144707133,-2.01583310669507,32.480416444757985,38.8207012322275,3650.828,91.75730714613302,92.0817,92.49627844805076,91.89806728380243,92.26533271619756,7.88,91.89806728380245,92.26533271619755,91.54366473412885,92.61973526587114
B0005,8,1.8257567905665533,24,3.554133296801584,2.665204904745877,4.188927891511958,-1.844341212075406,-2.0166395518034546,32.41046186109587,38.51713023385634,3572.453,91.28783952832768,91.40254,92.3616517888284,91.21890728380244,91.58617271619757,8.49,91.21890728380245,91.58617271619755,90.86450473412886,91.94057526587115
B0005,9,1.8247738529891333,24,3.5529355991467955,2.603858472633368,4.189029250882121,-1.853972745505648,-2.018357230695621,32.3461408313,38.526267904657,3550.594,91.23869264945668,91.24785,92.2272698853183,91.06421728380244,91.43148271619756,8.57,91.06421728380245,91.43148271619755,90.70981473412886,91.78588526587114
B0005,10,1.824613268496936,24,3.5512057319377,2.552853984885676,4.189223427076418,-1.853589933851096,-2.016071837814984,32.27679750791685,38.52698128472781,3551.25,91.2306634248468,91.28421,92.09313229254651,91.10057728380244,91.46784271619757,8.58,91.10057728380245,91.46784271619755,90.74617473412886,91.82224526587115
