battery_id,discharge_cycle_index,capacity_Ah,ambient_temperature_C,voltage_mean,voltage_min,voltage_max,current_mean,current_min,temperature_mean,temperature_max,discharge_duration_s,SoH_pct,SoH_pred,physics_SoH_pred,lower80,upper80,coulomb_counting_soc_pct,lower80_before,upper80_before,lower80_after,upper80_after
B0018,1,1.8550045207910817,24,3.5275462263272543,2.472160843460044,4.188195942647034,-1.9541761960216968,-2.012995081928318,31.773285281389256,38.10180309676608,3434.891,92.75022603955408,92.428505,92.50892403734404,92.24487228380244,92.61213771619757,6.77,92.24487228380245,92.61213771619755,91.89046973412886,92.96654026587115
B0018,2,1.8431955317089987,24,3.534835576186522,2.4114381994148304,4.186703558364525,-1.9474374301153288,-2.012643873951446,31.92489159472864,38.14987995994155,3425.485,92.15977658544992,92.52262,92.20730186404076,92.33898728380244,92.70625271619755,7.35,92.33898728380245,92.70625271619755,91.98458473412886,93.06065526587115
B0018,3,1.8396018424355425,24,3.538246596159443,2.394395968141027,4.188811210133346,-1.952051132347974,-2.0118244627327857,31.31691283374216,37.5266914843442,3410.375,91.98009212177712,92.14786,91.9093174296219,91.96422728380244,92.33149271619754,7.54,91.96422728380244,92.33149271619754,91.60982473412885,92.68589526587114
B0018,4,1.8306736044962053,24,3.537697945111872,2.3999481734774424,4.188875360300162,-1.946091456212276,-2.0135271229076634,30.821190751176527,37.06279237079503,3404.719,91.53368022481028,91.879715,91.61492686084016,91.69608228380244,92.06334771619755,7.97,91.69608228380245,92.06334771619755,91.34167973412886,92.41775026587115
B0018,5,1.8327002069419656,24,3.542667604586918,2.3851461229395867,4.189908817357781,-1.9412796601390512,-2.014479287336525,31.95346971511436,38.2110354381278,3417.641,91.63501034709827,92.195335,91.32408681358524,92.01170228380244,92.37896771619756,7.85,92.01170228380245,92.37896771619755,91.65729973412886,92.73337026587114
B0018,6,1.8285288846046388,24,3.5451037330477333,2.371677070838912,4.190509582057232,-1.940033881908304,-2.01246830059768,32.02311236185272,38.17496505957075,3411.766,91.42644423023194,92.26441,91.03675446650186,92.08077728380243,92.44804271619756,8.07,92.08077728380245,92.44804271619755,91.72637473412885,92.80244526587114
B0018,7,1.8212011895697924,24,3.5475142438631493,2.49644915770408,4.1903241054041,-1.933566718484772,-2.0129654127777004,31.63453315807769,37.64038685475582,3399.516,91.06005947848962,91.6123,90.75288751468533,91.42866728380244,91.79593271619756,8.71,91.42866728380245,91.79593271619756,91.07426473412886,92.15033526587115
B0018,8,1.815170010643328,24,3.544812433691423,2.4374506721131883,4.190302498850287,-1.9332161326561408,-2.0253396376938984,31.288194921595714,37.37602884738843,3388.75,90.7585005321664,91.21942,90.47244416345264,91.03578728380243,91.40305271619756,9.01,91.03578728380245,91.40305271619755,90.68138473412886,91.75745526587114
B0018,9,1.8042980520967649,24,3.543478027416409,2.4152206992194847,4.188517549229078,-1.932595948997046,-2.0164107237206794,31.11122470608501,37.28928029078695,3380.406,90.21490260483824,91.19135,90.19538312218904,91.00771728380244,91.37498271619756,9.26,91.00771728380245,91.37498271619755,90.65331473412886,91.72938526587114
B0018,10,1.8231002302844224,24,3.543133206790044,2.377432309524995,4.191794143442699,-1.9387520938161948,-2.0137948590788683,31.13166983979621,37.52377766578506,3404.141,91.15501151422112,91.95749,89.92166359826855,91.77385728380246,92.14112271619756,8.34,91.77385728380246,92.14112271619756,91.41945473412886,92.49552526587115
B0018,11,1.8121253520255487,24,3.545155146280937,2.3887487262583647,4.190699409462101,-1.9319248326301843,-2.0130992718348324,31.51305775907457,37.72420412562674,3396.141,90.60626760127748,91.74168,89.65124529104804,91.55804728380244,91.92531271619757,8.87,91.55804728380245,91.92531271619755,91.20364473412886,92.27971526587115
B0018,12,1.8046916382117768,24,3.545032366549762,2.432289857016922,4.190263311275428,-1.9249594896453863,-2.012646457499825,31.31102568785445,37.41366095304306,3384.094,90.23458191058884,91.42273,89.38408838593355,91.23909728380244,91.60636271619757,9.52,91.23909728380245,91.60636271619755,90.88469473412886,91.96076526587115
B0018,13,1.790844349786295,24,3.5440892170496827,2.497495633221204,4.18970538556629,-1.9179528942264992,-2.011939908405691,30.893964711700164,36.94724908852665,3370.656,89.54221748931475,91.11209,89.12015354851832,90.92845728380244,91.29572271619756,10.21,90.92845728380244,91.29572271619755,90.57405473412885,91.65012526587114
B0018,14,1.783470722841926,24,3.541317108618481,2.478768686108376,4.188354430914051,-1.917373033348097,-2.013704827395307,30.540598970902945,36.70709131205994,3357.797,89.1735361420963,90.92493,88.85940191879136,90.74129728380244,91.10856271619755,10.58,90.74129728380245,91.10856271619755,90.38689473412886,91.46296526587115
